Frequency,Loop Gain (Aβ),Feedback (β),Op Amp Gain (A)
363940171.722001,0.129086782449776,0.167785234899329,0.769357223400665
381092143.592654,0.123276920192898,0.167785234899329,0.734730444349673
399052462.993781,0.117728544811774,0.167785234899329,0.701662127078173
417859226.170813,0.112429887458336,0.167785234899329,0.670082129251686
437552324.789916,0.107369708969936,0.167785234899329,0.639923465460817
458173530.55356,0.102537276029568,0.167785234899329,0.611122165136225
479766583.803904,0.0979223383990708,0.167785234899329,0.583617136858462
502377286.301922,0.0935151071769948,0.167785234899329,0.557350038774889
526053598.379083,0.08930623403503,0.167785234899329,0.532265154848779
550845740.66764,0.0852867913889489,0.167785234899329,0.508309276678135
576806300.625329,0.0790751104647674,0.167785234899329,0.471287658370014
603990344.080411,0.0721173578671338,0.167785234899329,0.429819452888117
632455532.033684,0.0657718120805352,0.167785234899329,0.39199999999999
662262242.965191,0.0599846055415281,0.167785234899329,0.357508249027507
693473700.905072,0.0547066104483621,0.167785234899329,0.326051398272238
726156109.540212,0.0498930217133275,0.167785234899329,0.297362409411432
760378792.641133,0.0455029766107745,0.167785234899329,0.271197740600216
796214341.107005,0.0414992078919847,0.167785234899329,0.247335279036229
833738766.940682,0.0378477274221744,0.167785234899329,0.225572455436159
873031664.480344,0.0345175376540109,0.167785234899329,0.205724524417905
914176379.229763,0.0314803684883337,0.167785234899329,0.187622996190469
957260184.64529,0.0287104372882786,0.167785234899329,0.17111420623814
1002374467.25456,0.0261842300095581,0.167785234899329,0.156058010856967
1049614920.49956,0.0238803015889053,0.167785234899329,0.142326597469876
1099081747.71526,0.0217790938961698,0.167785234899329,0.129803399621172
1150879874.67433,0.019862769704657,0.167785234899329,0.118382107439756
1205119172.14873,0.0181150612702774,0.167785234899329,0.107965765170853
1261914688.9604,0.0165211322340894,0.167785234899329,0.0984659481151727
1321386896.01521,0.0150674516759218,0.167785234899329,0.0898020119884941
1383661941.83789,0.0137416792499121,0.167785234899329,0.081900408329476
1448871920.15,0.012532560426872,0.167785234899329,0.0746940601441571
1517155150.05839,0.0114298309541902,0.167785234899329,0.0681217924869735
1588656469.44859,0.0104241297222272,0.167785234899329,0.0621278131444738
1663527542.20537,0.00950691929752327,0.167785234899329,0.0566612390132387
1741927179.91219,0.00867041344822309,0.167785234899329,0.0516756641514096
1824021678.71185,0.00790751104647671,0.167785234899329,0.0471287658370012
1909985172.0429,0.00721173578671335,0.167785234899329,0.0429819452888116
2000000000.00003,0.0065771812080535,0.167785234899329,0.0391999999999988
